step,elapsed_sec,step_duration_ms,gpu_util,gpu_mem_used,gpu_mem_total,gpu_power_w,gpu_energy_mj,step_energy_kwh,step_carbon_gco2,cumulative_gpu_energy_kwh,cumulative_carbon_gco2,torch_cuda_allocated_mib,torch_cuda_reserved_mib,sys_mem_used,sys_mem_total,sys_cpu_percent,proc_rss,proc_vms,proc_cpu_percent,io_read,io_write
1,0.3751419112086296,365.933767,62.0,8637.25,32760.0,60.522,52166.0,1.4490555555555556e-05,0.0005796222222222222,1.4490555555555556e-05,0.0005796222222222222,5070.90673828125,7848.0,17129.10546875,515475.12890625,0.6,2315.109375,21932.1015625,106.2,,
4,1.1225267816334963,247.364069,81.0,11391.25,32760.0,158.36,120027.0,3.334083333333333e-05,0.0013336333333333332,4.783138888888889e-05,0.0019132555555555555,5071.78173828125,10602.0,17129.59375,515475.12890625,0.5,2315.52734375,24748.1015625,99.3,,
7,1.868144430220127,247.663955,83.0,11391.25,32760.0,171.842,136425.0,3.789583333333333e-05,0.0015158333333333332,8.572722222222222e-05,0.003429088888888889,5071.78173828125,10602.0,17127.71484375,515475.12890625,0.5,2315.609375,24749.1015625,100.6,,
10,2.61730051971972,249.825552,82.0,11391.25,32760.0,173.703,119617.0,3.322694444444445e-05,0.0013290777777777779,0.00011895416666666666,0.004758166666666667,5071.78173828125,10602.0,17127.71484375,515475.12890625,0.5,2315.65625,24749.1015625,100.1,,
13,3.3630164191126823,247.683435,85.0,11391.25,32760.0,171.944,138493.0,3.847027777777778e-05,0.0015388111111111112,0.00015742444444444444,0.0062969777777777776,5071.78173828125,10602.0,17127.71484375,515475.12890625,0.5,2315.70703125,24749.1015625,100.6,,
16,4.106757625937462,245.938565,85.0,11391.25,32760.0,174.423,122427.0,3.40075e-05,0.0013603,0.00019143194444444443,0.007657277777777778,5071.78173828125,10602.0,17127.9609375,515475.12890625,0.5,2315.7578125,24749.1015625,99.5,,
18,4.606946347281337,246.013777,83.0,11391.25,32760.0,174.085,86682.0,2.4078333333333333e-05,0.0009631333333333333,0.00021551027777777778,0.008620411111111111,5071.78173828125,10602.0,17128.203125,515475.12890625,0.6,2315.8046875,24749.1015625,100.0,,
21,5.352044986560941,247.060705,82.0,11391.25,32760.0,172.249,140160.0,3.8933333333333336e-05,0.0015573333333333333,0.0002544436111111111,0.010177744444444446,5071.78173828125,10602.0,17127.96875,515475.12890625,0.5,2315.8359375,24749.1015625,100.2,,
24,6.101042112335563,248.744533,86.0,11391.25,32760.0,173.328,124026.0,3.445166666666667e-05,0.0013780666666666666,0.0002888952777777778,0.011555811111111113,5071.78173828125,10602.0,17129.40625,515475.12890625,0.6,2315.88671875,24749.1015625,100.6,,
27,6.843408966436982,245.008819,79.0,11391.25,32760.0,177.871,127503.0,3.54175e-05,0.0014167,0.0003243127777777778,0.012972511111111112,5071.78173828125,10602.0,17130.8828125,515475.12890625,0.5,2315.88671875,24749.1015625,99.7,,
