timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-20T01:27:31,opt_e2e_energy,91cbbd4e-ef4e-454c-9693-1ca2a5a86e9c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.29367399960756,0.00018521763971847277,6.167883500560016e-07,360.0,140.13699102414012,10.0,0.030025422362983223,0.0161816757231108,0.0008340344679438405,0.047041132554037864,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
