step,elapsed_sec,step_duration_ms,gpu_util,gpu_mem_used,gpu_mem_total,gpu_power_w,gpu_energy_mj,step_energy_kwh,step_carbon_gco2,cumulative_gpu_energy_kwh,cumulative_carbon_gco2,torch_cuda_allocated_mib,torch_cuda_reserved_mib,sys_mem_used,sys_mem_total,sys_cpu_percent,proc_rss,proc_vms,proc_cpu_percent,io_read,io_write
13,8.438835883513093,633.021084,88.0,29493.25,32760.0,203.605,120405.0,3.344583333333333e-05,0.0013378333333333332,0.0004614808333333332,0.01845923333333333,5071.69580078125,28704.0,17059.97265625,515475.12890625,0.5,2289.95703125,42195.48828125,100.1,,
14,9.079712949693203,634.274774,98.0,29493.25,32760.0,200.574,139527.0,3.87575e-05,0.0015503000000000001,0.0005002383333333332,0.020009533333333333,5071.69580078125,28704.0,17059.48046875,515475.12890625,0.5,2290.0234375,42195.48828125,100.0,,
15,9.718080332502723,632.674387,100.0,29493.25,32760.0,202.702,120830.0,3.356388888888889e-05,0.0013425555555555556,0.0005338022222222221,0.021352088888888888,5071.69580078125,28704.0,17059.140625,515475.12890625,0.5,2290.0234375,42195.48828125,100.0,,
16,10.358224485069513,633.248117,80.0,29493.25,32760.0,198.894,137294.0,3.813722222222222e-05,0.001525488888888889,0.0005719394444444443,0.022877577777777776,5071.69580078125,28704.0,17059.140625,515475.12890625,0.5,2290.078125,42195.48828125,101.4,,
17,10.99911173991859,633.376579,88.0,29493.25,32760.0,201.735,122973.0,3.415916666666667e-05,0.0013663666666666667,0.0006060986111111109,0.024243944444444443,5071.69580078125,28704.0,17059.140625,515475.12890625,0.5,2290.11328125,42195.48828125,98.6,,
18,11.638543600216508,633.652474,88.0,29493.25,32760.0,203.591,120298.0,3.341611111111111e-05,0.0013366444444444445,0.000639514722222222,0.025580588888888887,5071.69580078125,28704.0,17049.296875,515475.12890625,0.5,2290.20703125,42195.48828125,100.1,,
19,12.278159335255623,633.699726,98.0,29493.25,32760.0,200.569,139592.0,3.877555555555555e-05,0.0015510222222222222,0.0006782902777777776,0.02713161111111111,5071.69580078125,28704.0,17049.34375,515475.12890625,0.5,2290.2734375,42195.48828125,100.0,,
20,12.917883399873972,633.306949,100.0,29493.25,32760.0,202.26,120319.0,3.342194444444444e-05,0.0013368777777777777,0.000711712222222222,0.028468488888888886,5071.69580078125,28704.0,17049.34375,515475.12890625,0.5,2290.3203125,42195.48828125,100.0,,
21,13.556966915726662,632.796269,80.0,29493.25,32760.0,198.794,137668.0,3.824111111111111e-05,0.0015296444444444445,0.0007499533333333332,0.02999813333333333,5071.69580078125,28704.0,17049.34375,515475.12890625,0.5,2290.3515625,42195.48828125,101.5,,
22,14.199419926851988,634.60058,88.0,29493.25,32760.0,202.053,123108.0,3.4196666666666664e-05,0.0013678666666666664,0.0007841499999999998,0.031366,5071.69580078125,28704.0,17049.34375,515475.12890625,0.5,2290.3984375,42195.48828125,100.1,,
23,14.837168470025063,633.121405,88.0,29493.25,32760.0,203.782,120357.0,3.34325e-05,0.0013373,0.0008175824999999998,0.0327033,5071.69580078125,28704.0,17049.34375,515475.12890625,0.5,2290.453125,42195.48828125,100.1,,
24,15.476384848356247,633.003592,98.0,29493.25,32760.0,200.917,139966.0,3.887944444444444e-05,0.0015551777777777775,0.0008564619444444443,0.034258477777777775,5071.69580078125,28704.0,17049.58984375,515475.12890625,0.6,2290.453125,42195.48828125,98.4,,
25,16.115347979590297,632.007046,100.0,29493.25,32760.0,202.988,120863.0,3.3573055555555557e-05,0.0013429222222222223,0.0008900349999999998,0.0356014,5071.69580078125,28704.0,17049.58984375,515475.12890625,0.5,2290.49609375,42195.48828125,100.1,,
26,16.755794757977128,632.968253,79.0,29493.25,32760.0,199.159,137400.0,3.816666666666667e-05,0.0015266666666666666,0.0009282016666666666,0.03712806666666667,5071.69580078125,28704.0,17049.58984375,515475.12890625,0.5,2290.58984375,42195.48828125,99.8,,
27,17.396894976496696,633.025533,88.0,29493.25,32760.0,202.068,123324.0,3.425666666666667e-05,0.0013702666666666667,0.0009624583333333332,0.038498333333333336,5071.69580078125,28704.0,17049.58984375,515475.12890625,0.5,2290.58984375,42195.48828125,100.2,,
28,18.03513827547431,632.28793,88.0,29493.25,32760.0,204.108,120553.0,3.348694444444444e-05,0.0013394777777777777,0.0009959452777777776,0.039837811111111114,5071.69580078125,28704.0,17049.58984375,515475.12890625,0.5,2290.63671875,42195.48828125,101.7,,
29,18.674569277092814,632.278781,98.0,29493.25,32760.0,201.031,140029.0,3.8896944444444446e-05,0.0015558777777777777,0.001034842222222222,0.04139368888888889,5071.69580078125,28704.0,17049.58984375,515475.12890625,0.5,2290.63671875,42195.48828125,100.0,,
30,19.315376641228795,633.279677,100.0,29493.25,32760.0,202.983,120940.0,3.359444444444445e-05,0.001343777777777778,0.0010684366666666664,0.04273746666666667,5071.69580078125,28704.0,17049.8359375,515475.12890625,0.5,2290.72265625,42195.48828125,100.0,,
31,19.954553946852684,632.494354,79.0,29493.25,32760.0,199.416,137712.0,3.8253333333333335e-05,0.0015301333333333335,0.0011066899999999998,0.044267600000000004,5071.69580078125,28704.0,17049.8359375,515475.12890625,0.5,2290.75390625,42196.48828125,98.3,,
32,20.595091316848993,632.247801,88.0,29493.25,32760.0,202.338,123309.0,3.42525e-05,0.0013701,0.0011409424999999998,0.0456377,5071.69580078125,28704.0,17049.8359375,515475.12890625,0.5,2290.80859375,42196.48828125,100.2,,
33,21.234160501509905,632.26908,88.0,29493.25,32760.0,203.984,120415.0,3.344861111111111e-05,0.0013379444444444446,0.0011743911111111109,0.04697564444444445,5071.69580078125,28704.0,17049.8359375,515475.12890625,0.5,2290.83984375,42196.48828125,101.6,,
34,21.87504530698061,633.498621,98.0,29493.25,32760.0,201.03,139936.0,3.887111111111111e-05,0.0015548444444444445,0.001213262222222222,0.0485304888888889,5071.69580078125,28704.0,17049.8359375,515475.12890625,0.5,2290.85546875,42196.48828125,100.0,,
35,22.513790015131235,632.481965,100.0,29493.25,32760.0,203.276,121151.0,3.3653055555555556e-05,0.0013461222222222223,0.0012469152777777777,0.04987661111111112,5071.69580078125,28704.0,17050.08203125,515475.12890625,0.5,2290.8671875,42196.48828125,100.0,,
36,23.154134042561054,633.076475,79.0,29493.25,32760.0,199.509,137477.0,3.818805555555556e-05,0.0015275222222222223,0.0012851033333333333,0.051404133333333345,5071.69580078125,28704.0,17050.08203125,515475.12890625,0.5,2290.95703125,42196.48828125,99.8,,
37,23.79460065998137,632.410863,88.0,29493.25,32760.0,202.243,123376.0,3.4271111111111114e-05,0.0013708444444444445,0.0013193744444444445,0.05277497777777779,5071.69580078125,28704.0,17050.328125,515475.12890625,0.5,2290.95703125,42196.48828125,100.2,,
38,24.433740036562085,632.869751,88.0,29493.25,32760.0,204.241,120546.0,3.3485e-05,0.0013394000000000001,0.0013528594444444444,0.054114377777777785,5071.69580078125,28704.0,17050.328125,515475.12890625,0.5,2291.03515625,42196.48828125,98.5,,
39,25.07272068783641,632.092968,97.0,29493.25,32760.0,200.933,139899.0,3.886083333333333e-05,0.0015544333333333332,0.0013917202777777777,0.05566881111111112,5071.69580078125,28704.0,17050.328125,515475.12890625,0.5,2291.03515625,42196.48828125,101.6,,
40,25.71377077512443,633.525521,100.0,29493.25,32760.0,202.91,120904.0,3.3584444444444446e-05,0.0013433777777777777,0.0014253047222222222,0.0570121888888889,5071.69580078125,28704.0,17050.32421875,515475.12890625,0.6,2291.12890625,42196.48828125,100.0,,
41,26.35291656292975,632.621146,79.0,29493.25,32760.0,199.688,137985.0,3.8329166666666665e-05,0.0015331666666666666,0.001463633888888889,0.05854535555555557,5071.69580078125,28704.0,17050.32421875,515475.12890625,0.5,2291.17578125,42196.48828125,99.9,,
42,26.99329045973718,632.254621,88.0,29493.25,32760.0,202.672,123358.0,3.426611111111111e-05,0.0013706444444444444,0.0014979,0.05991600000000001,5071.69580078125,28704.0,17050.32421875,515475.12890625,0.5,2291.1953125,42196.48828125,100.2,,
43,27.63181363604963,631.963445,88.0,29493.25,32760.0,204.22,120532.0,3.348111111111111e-05,0.0013392444444444444,0.001531381111111111,0.061255244444444454,5071.69580078125,28704.0,17050.5703125,515475.12890625,0.5,2291.1953125,42196.48828125,98.5,,
44,28.271791376173496,632.388852,97.0,29493.25,32760.0,201.245,140158.0,3.8932777777777776e-05,0.001557311111111111,0.0015703138888888888,0.06281255555555557,5071.69580078125,28704.0,17050.5703125,515475.12890625,0.5,2291.1953125,42196.48828125,100.0,,
45,28.911698693409562,632.556286,100.0,29493.25,32760.0,203.225,121104.0,3.364e-05,0.0013456000000000002,0.0016039538888888887,0.06415815555555557,5071.69580078125,28704.0,17050.5703125,515475.12890625,0.5,2291.2734375,42196.48828125,101.6,,
46,29.55254127830267,633.480981,80.0,29493.25,32760.0,199.822,138127.0,3.836861111111111e-05,0.0015347444444444446,0.0016423224999999998,0.06569290000000001,5071.69580078125,28704.0,17050.5703125,515475.12890625,0.6,2291.30859375,42196.48828125,99.9,,
47,30.19162031263113,631.69024,88.0,29493.25,32760.0,202.944,123666.0,3.4351666666666665e-05,0.0013740666666666665,0.0016766741666666665,0.06706696666666667,5071.69580078125,28704.0,17050.5703125,515475.12890625,0.5,2291.35546875,42196.48828125,100.1,,
48,30.831852296367288,632.77999,88.0,29493.25,32760.0,204.393,120483.0,3.34675e-05,0.0013387,0.0017101416666666666,0.06840566666666667,5071.69580078125,28704.0,17050.5703125,515475.12890625,0.5,2291.41796875,42196.48828125,98.5,,
49,31.470243349671364,631.61791,97.0,29493.25,32760.0,201.455,140466.0,3.901833333333333e-05,0.0015607333333333333,0.00174916,0.0699664,5071.69580078125,28704.0,17050.5703125,515475.12890625,0.5,2291.43359375,42196.48828125,101.6,,
50,32.110233679413795,631.997555,100.0,29493.25,32760.0,203.455,121307.0,3.369638888888889e-05,0.0013478555555555556,0.001782856388888889,0.07131425555555555,5071.69580078125,28704.0,17050.5703125,515475.12890625,0.5,2291.43359375,42196.48828125,98.5,,
51,32.750140039250255,632.292512,100.0,29493.25,32760.0,199.665,137742.0,3.8261666666666667e-05,0.0015304666666666666,0.0018211180555555556,0.07284472222222221,5071.69580078125,28704.0,17050.81640625,515475.12890625,0.5,2291.51171875,42196.48828125,99.9,,
52,33.39015387929976,631.864414,88.0,29493.25,32760.0,202.532,123667.0,3.435194444444444e-05,0.0013740777777777775,0.0018554700000000001,0.07421879999999999,5071.69580078125,28704.0,17050.79296875,515475.12890625,0.5,2291.51171875,42196.48828125,101.6,,
53,34.03014029935002,632.214069,88.0,29493.25,32760.0,204.244,120510.0,3.3475e-05,0.001339,0.0018889450000000002,0.07555779999999998,5071.69580078125,28704.0,17050.79296875,515475.12890625,0.5,2291.59375,42196.48828125,100.1,,
54,34.669917745515704,632.445293,97.0,29493.25,32760.0,201.264,140237.0,3.895472222222222e-05,0.0015581888888888888,0.0019278997222222224,0.07711598888888888,5071.69580078125,28704.0,17050.79296875,515475.12890625,0.5,2291.6484375,42196.48828125,100.0,,
55,35.308760127052665,631.507829,100.0,29493.25,32760.0,203.174,120973.0,3.3603611111111114e-05,0.0013441444444444446,0.0019615033333333334,0.07846013333333332,5071.69580078125,28704.0,17051.0390625,515475.12890625,0.5,2291.6484375,42196.48828125,100.1,,
56,35.94951834902167,632.747589,100.0,29493.25,32760.0,199.444,137606.0,3.822388888888889e-05,0.0015289555555555556,0.001999727222222222,0.07998908888888888,5071.69580078125,28704.0,17051.0390625,515475.12890625,0.6,2291.7578125,42196.48828125,99.9,,
57,36.589925188571215,632.154678,88.0,29493.25,32760.0,202.429,123547.0,3.431861111111111e-05,0.0013727444444444443,0.0020340458333333333,0.08136183333333333,5071.69580078125,28704.0,17051.0390625,515475.12890625,0.5,2291.7578125,42196.48828125,100.1,,
58,37.22921682521701,632.066328,88.0,29493.25,32760.0,204.505,120719.0,3.353305555555556e-05,0.0013413222222222222,0.0020675788888888887,0.08270315555555555,5071.69580078125,28704.0,17051.0390625,515475.12890625,0.5,2291.8359375,42197.48828125,100.1,,
59,37.86823960021138,631.671541,97.0,29493.25,32760.0,201.284,140213.0,3.894805555555556e-05,0.0015579222222222224,0.002106526944444444,0.08426107777777776,5071.69580078125,28704.0,17051.0390625,515475.12890625,0.5,2291.83984375,42197.48828125,100.1,,
60,38.50749235600233,631.503457,100.0,29493.25,32760.0,203.102,121173.0,3.3659166666666664e-05,0.0013463666666666666,0.002140186111111111,0.08560744444444443,5071.69580078125,28704.0,17051.0390625,515475.12890625,0.5,2291.83984375,42197.48828125,99.3,,
61,39.14226824976504,631.889554,100.0,29493.25,32760.0,204.968,119712.0,3.3253333333333336e-05,0.0013301333333333334,0.002173439444444444,0.08693757777777776,5071.69580078125,28704.0,17051.0390625,515475.12890625,0.5,2291.96484375,42197.48828125,100.8,,
62,39.77890772372484,633.752086,87.0,29493.25,32760.0,200.99,137767.0,3.826861111111111e-05,0.0015307444444444445,0.002211708055555555,0.0884683222222222,5071.69580078125,28704.0,17051.0390625,515475.12890625,0.5,2291.99609375,42197.48828125,98.9,,
63,40.4140169210732,631.996717,88.0,29493.25,32760.0,202.819,119134.0,3.309277777777778e-05,0.0013237111111111112,0.002244800833333333,0.08979203333333331,5071.69580078125,28704.0,17051.0390625,515475.12890625,0.5,2292.046875,42197.48828125,100.8,,
64,41.04819722287357,631.223613,92.0,29493.25,32760.0,200.068,138603.0,3.8500833333333336e-05,0.0015400333333333335,0.002283301666666666,0.09133206666666664,5071.69580078125,28704.0,17051.0390625,515475.12890625,0.5,2292.046875,42197.48828125,100.3,,
65,41.68660505861044,631.370205,100.0,29493.25,32760.0,203.27,123778.0,3.438277777777778e-05,0.0013753111111111114,0.002317684444444444,0.09270737777777775,5071.69580078125,28704.0,17051.28515625,515475.12890625,0.5,2292.09765625,42197.48828125,100.1,,
66,42.32629914395511,631.61619,100.0,29493.25,32760.0,204.191,120295.0,3.341527777777778e-05,0.0013366111111111113,0.002351099722222222,0.09404398888888886,5071.69580078125,28704.0,17051.28515625,515475.12890625,0.5,2292.09765625,42197.48828125,100.9,,
67,42.96130960062146,632.044226,83.0,29493.25,32760.0,200.469,138337.0,3.8426944444444445e-05,0.001537077777777778,0.002389526666666666,0.09558106666666664,5071.69580078125,28704.0,17051.28515625,515475.12890625,0.5,2292.2109375,42197.48828125,99.2,,
68,43.59717547148466,632.952682,88.0,29493.25,32760.0,202.111,121512.0,3.3753333333333334e-05,0.0013501333333333335,0.0024232799999999994,0.09693119999999998,5071.69580078125,28704.0,17051.53125,515475.12890625,0.6,2292.26953125,42197.48828125,100.6,,
69,44.231739519163966,631.61095,88.0,29493.25,32760.0,204.421,120387.0,3.3440833333333333e-05,0.0013376333333333333,0.002456720833333333,0.09826883333333332,5071.69580078125,28704.0,17051.53125,515475.12890625,0.5,2292.30859375,42197.48828125,100.8,,
70,44.86621862836182,631.206403,97.0,29493.25,32760.0,202.117,140882.0,3.9133888888888886e-05,0.0015653555555555554,0.0024958547222222217,0.09983418888888887,5071.69580078125,28704.0,17051.53125,515475.12890625,0.5,2292.30859375,42197.48828125,98.6,,
71,45.50537594407797,631.259314,100.0,29493.25,32760.0,203.745,121344.0,3.370666666666667e-05,0.0013482666666666666,0.0025295613888888886,0.10118245555555554,5071.69580078125,28704.0,17051.53125,515475.12890625,0.6,2292.390625,42197.48828125,100.9,,
72,46.14047038182616,632.193829,100.0,29493.25,32760.0,205.529,120038.0,3.334388888888889e-05,0.0013337555555555556,0.0025629052777777776,0.10251621111111109,5071.69580078125,28704.0,17051.52734375,515475.12890625,0.5,2292.41796875,42197.48828125,99.2,,
73,46.77558513917029,631.988296,88.0,29493.25,32760.0,201.367,137996.0,3.833222222222222e-05,0.001533288888888889,0.0026012375,0.10404949999999998,5071.69580078125,28704.0,17051.52734375,515475.12890625,0.5,2292.4375,42197.48828125,100.8,,
74,47.40974031202495,631.209263,88.0,29493.25,32760.0,203.444,119824.0,3.3284444444444445e-05,0.0013313777777777779,0.0026345219444444444,0.10538087777777776,5071.69580078125,28704.0,17051.52734375,515475.12890625,0.5,2292.4375,42197.48828125,99.2,,
75,48.044019075110555,630.511321,92.0,29493.25,32760.0,199.564,137744.0,3.8262222222222226e-05,0.0015304888888888891,0.0026727841666666667,0.10691136666666665,5071.69580078125,28704.0,17051.52734375,515475.12890625,0.5,2292.5,42197.48828125,99.5,,
76,48.67754874750972,630.725055,100.0,29493.25,32760.0,201.966,124309.0,3.453027777777778e-05,0.0013812111111111112,0.0027073144444444445,0.10829257777777776,5071.69580078125,28704.0,17051.52734375,515475.12890625,0.5,2292.56640625,42197.48828125,101.0,,
77,49.311012860387564,630.48832,100.0,29493.25,32760.0,202.949,119003.0,3.305638888888889e-05,0.0013222555555555556,0.0027403708333333335,0.10961483333333331,5071.69580078125,28704.0,17051.7734375,515475.12890625,0.5,2292.56640625,42197.48828125,101.0,,
78,49.944360638037324,630.40301,100.0,29493.25,32760.0,199.732,138118.0,3.8366111111111114e-05,0.0015346444444444445,0.0027787369444444445,0.11114947777777776,5071.69580078125,28704.0,17051.7734375,515475.12890625,0.5,2292.625,42197.48828125,100.2,,
79,50.58360944315791,630.740715,88.0,29493.25,32760.0,202.606,123497.0,3.430472222222222e-05,0.0013721888888888888,0.002813041666666667,0.11252166666666664,5071.69580078125,28704.0,17051.7734375,515475.12890625,0.5,2292.671875,42197.48828125,97.8,,
80,51.217319360002875,630.775145,88.0,29493.25,32760.0,203.394,118096.0,3.280444444444444e-05,0.0013121777777777778,0.002845846111111111,0.11383384444444443,5071.69580078125,28704.0,17051.7734375,515475.12890625,0.5,2292.671875,42197.48828125,101.0,,
81,51.85135809890926,631.108002,94.0,29493.25,32760.0,198.809,138314.0,3.8420555555555554e-05,0.0015368222222222221,0.0028842666666666667,0.11537066666666665,5071.69580078125,28704.0,17051.7734375,515475.12890625,0.5,2292.671875,42197.48828125,99.4,,
82,52.485539332032204,631.235803,100.0,29493.25,32760.0,203.159,123393.0,3.4275833333333335e-05,0.0013710333333333334,0.0029185425,0.11674169999999998,5071.69580078125,28704.0,17051.7734375,515475.12890625,0.5,2292.83203125,42197.48828125,101.9,,
83,53.12281298823655,630.568423,100.0,29493.25,32760.0,204.598,120493.0,3.347027777777778e-05,0.0013388111111111113,0.0029520127777777775,0.11808051111111109,5071.69580078125,28704.0,17051.7734375,515475.12890625,0.5,2292.83203125,42198.48828125,99.4,,
84,53.75669688358903,630.838546,83.0,29493.25,32760.0,200.472,138367.0,3.8435277777777777e-05,0.001537411111111111,0.002990448055555555,0.1196179222222222,5071.69580078125,28704.0,17052.01953125,515475.12890625,0.5,2292.83203125,42198.48828125,99.4,,
85,54.39099149219692,631.354686,88.0,29493.25,32760.0,202.185,121622.0,3.378388888888889e-05,0.0013513555555555556,0.003024231944444444,0.12096927777777776,5071.69580078125,28704.0,17052.01953125,515475.12890625,0.5,2292.92578125,42198.48828125,99.3,,
86,55.024849908426404,630.774306,88.0,29493.25,32760.0,204.902,121161.0,3.365583333333333e-05,0.0013462333333333332,0.0030578877777777775,0.1223155111111111,5071.69580078125,28704.0,17052.01953125,515475.12890625,0.5,2292.92578125,42198.48828125,100.4,,
87,55.662026120349765,630.708984,97.0,29493.25,32760.0,201.874,140571.0,3.90475e-05,0.0015619000000000002,0.0030969352777777777,0.1238774111111111,5071.69580078125,28704.0,17052.01953125,515475.12890625,0.6,2292.92578125,42198.48828125,101.0,,
88,56.29603007994592,631.069901,100.0,29493.25,32760.0,202.739,120460.0,3.346111111111111e-05,0.0013384444444444446,0.0031303963888888887,0.12521585555555553,5071.69580078125,28704.0,17052.265625,515475.12890625,0.5,2293.0390625,42198.48828125,99.4,,
89,56.92988349497318,630.915957,100.0,29493.25,32760.0,204.115,120109.0,3.336361111111111e-05,0.0013345444444444444,0.00316376,0.12655039999999998,5071.69580078125,28704.0,17052.265625,515475.12890625,0.5,2293.0390625,42198.48828125,101.0,,
90,57.56421632319689,631.345536,85.0,29493.25,32760.0,201.921,140446.0,3.9012777777777776e-05,0.001560511111111111,0.0032027727777777775,0.1281109111111111,5071.69580078125,28704.0,17052.265625,515475.12890625,0.5,2293.12890625,42198.48828125,100.4,,
91,58.20160477980971,631.168762,88.0,29493.25,32760.0,203.582,121250.0,3.3680555555555555e-05,0.0013472222222222223,0.003236453333333333,0.1294581333333333,5071.69580078125,28704.0,17052.265625,515475.12890625,0.5,2293.17578125,42198.48828125,100.1,,
92,58.83988533914089,630.392668,91.0,29493.25,32760.0,199.459,137580.0,3.821666666666667e-05,0.0015286666666666669,0.0032746699999999995,0.1309868,5071.69580078125,28704.0,17052.265625,515475.12890625,0.5,2293.17578125,42198.48828125,99.5,,
93,59.47399313189089,631.329055,100.0,29493.25,32760.0,202.099,124509.0,3.458583333333333e-05,0.0013834333333333333,0.003309255833333333,0.1323702333333333,5071.69580078125,28704.0,17052.265625,515475.12890625,0.5,2293.17578125,42198.48828125,100.9,,
94,60.108147693797946,631.222362,100.0,29493.25,32760.0,203.359,119353.0,3.315361111111111e-05,0.0013261444444444444,0.003342409444444444,0.13369637777777776,5071.69580078125,28704.0,17052.265625,515475.12890625,0.5,2293.24609375,42198.48828125,99.3,,
95,60.741475224494934,630.373149,100.0,29493.25,32760.0,200.195,138549.0,3.848583333333333e-05,0.0015394333333333331,0.0033808952777777774,0.1352358111111111,5071.69580078125,28704.0,17052.51171875,515475.12890625,0.5,2293.24609375,42198.48828125,100.2,,
96,61.37993825599551,630.155325,88.0,29493.25,32760.0,203.088,123594.0,3.433166666666667e-05,0.0013732666666666667,0.003415226944444444,0.13660907777777778,5071.69580078125,28704.0,17052.51171875,515475.12890625,0.5,2293.32421875,42198.48828125,99.5,,
97,62.01379280351102,630.933649,88.0,29493.25,32760.0,203.618,118227.0,3.284083333333333e-05,0.0013136333333333334,0.0034480677777777775,0.13792271111111112,5071.69580078125,28704.0,17052.51171875,515475.12890625,0.5,2293.32421875,42198.48828125,101.0,,
98,62.648092007264495,631.348175,94.0,29493.25,32760.0,198.844,138247.0,3.8401944444444445e-05,0.0015360777777777778,0.003486469722222222,0.1394587888888889,5071.69580078125,28704.0,17052.51171875,515475.12890625,0.5,2293.45703125,42198.48828125,99.3,,
99,63.28131187520921,630.253337,100.0,29493.25,32760.0,203.487,123668.0,3.4352222222222224e-05,0.001374088888888889,0.003520821944444444,0.1408328777777778,5071.69580078125,28704.0,17052.51171875,515475.12890625,0.5,2293.45703125,42198.48828125,100.3,,
100,63.919652838259935,630.703495,100.0,29493.25,32760.0,204.826,120384.0,3.344e-05,0.0013376,0.003554261944444444,0.1421704777777778,5071.69580078125,28704.0,17052.51171875,515475.12890625,0.5,2293.51953125,42198.48828125,99.4,,
101,64.55349988304079,630.989278,83.0,29493.25,32760.0,200.525,138435.0,3.845416666666667e-05,0.0015381666666666668,0.003592716111111111,0.14370864444444448,5071.69580078125,28704.0,17052.49609375,515475.12890625,0.5,2293.51953125,42198.48828125,99.4,,
102,65.18724217265844,630.886268,88.0,29493.25,32760.0,202.409,121845.0,3.3845833333333334e-05,0.0013538333333333334,0.003626561944444444,0.1450624777777778,5071.69580078125,28704.0,17052.49609375,515475.12890625,0.5,2293.51953125,42198.48828125,101.0,,
103,65.82093081623316,630.697594,88.0,29493.25,32760.0,204.95,120984.0,3.3606666666666665e-05,0.0013442666666666665,0.0036601686111111106,0.1464067444444445,5071.69580078125,28704.0,17052.7421875,515475.12890625,0.5,2293.59765625,42198.48828125,98.8,,
104,66.4587657675147,630.811756,97.0,29493.25,32760.0,201.813,140675.0,3.907638888888889e-05,0.0015630555555555556,0.0036992449999999994,0.14796980000000004,5071.69580078125,28704.0,17052.73828125,515475.12890625,0.6,2293.61328125,42198.48828125,101.0,,
105,67.09230951964855,630.615263,100.0,29493.25,32760.0,203.007,120554.0,3.3487222222222225e-05,0.001339488888888889,0.003732732222222222,0.14930928888888892,5071.69580078125,28704.0,17052.984375,515475.12890625,0.5,2293.61328125,42198.48828125,99.4,,
106,67.72630219906569,630.868626,100.0,29493.25,32760.0,204.25,120156.0,3.337666666666667e-05,0.0013350666666666667,0.0037661088888888885,0.15064435555555558,5071.69580078125,28704.0,17053.23046875,515475.12890625,0.5,2293.61328125,42198.48828125,101.0,,
