timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-20T01:38:00,opt_e2e_energy,f5750750-ac53-469f-816f-86a6d56a1d18,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.0705661009997,0.0001850117547357396,6.165608214751297e-07,360.0,195.58018693010422,10.0,0.03000358347371221,0.01615183153256794,0.0008334273729214652,0.04698884237920161,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
