batch_size,profile,repeat_count,duration_mean_sec,duration_std_sec
4,A,3,310.25778065165895,0.5935170839912158
4,B,3,314.8806890309982,0.20875362962857089
4,C,3,309.66644484332454,0.17593557484866063
