step,elapsed_sec,step_ms,forward_ms,backward_ms,optimizer_step_ms,checkpoint_ms,loss
1,0.772102752700448,760.901963,284.119334,373.951089,102.656158,-1e-06,12.092621803283691
2,1.4081016425043344,632.659423,180.698002,355.621139,95.587968,-1e-06,12.059138298034668
3,2.050205899402499,635.598421,180.854534,358.079987,95.941646,-1e-06,12.063711166381836
4,2.6908902022987604,635.685343,180.873064,355.400684,98.629018,-1e-06,12.08522891998291
5,3.328368939459324,633.287515,180.864475,355.991625,95.702931,-1e-06,12.071684837341309
6,3.9665195122361183,632.48271,180.920396,355.397184,95.400155,-1e-06,12.091957092285156
7,4.606872236356139,633.425598,181.061858,355.753251,95.854374,-1e-06,12.092007637023926
8,5.2465170454233885,633.082481,180.982996,355.571548,95.758272,-1e-06,12.101972579956055
9,5.887881631031632,633.429538,180.922446,355.851534,95.908394,-1e-06,12.1741943359375
10,6.525431560352445,632.01772,180.929586,354.893594,95.442076,-1e-06,12.184274673461914
11,7.1665531396865845,633.668893,180.910755,355.562418,96.286822,-1e-06,12.202812194824219
12,7.805929264053702,633.166343,181.096999,355.623129,95.6578,-1e-06,12.205924034118652
13,8.444459151476622,632.040781,180.724382,355.074098,95.495627,-1e-06,12.25151252746582
14,9.085512712597847,632.678043,180.658391,355.343613,95.924496,-1e-06,12.265945434570312
15,9.72495880909264,632.481969,180.67084,355.409735,95.633,-1e-06,12.269145965576172
16,10.363841084763408,632.030011,180.743863,355.18677,95.334414,-1e-06,12.282637596130371
17,11.004223788157105,632.596252,180.795043,355.212301,95.864104,-1e-06,12.430336952209473
18,11.643858658149838,632.314746,180.854545,355.122059,95.592249,-1e-06,12.51939582824707
19,12.284313604235649,632.477,181.092249,355.043018,95.607319,-1e-06,12.545282363891602
20,12.924038836732507,632.585872,180.788553,354.975296,96.039248,-1e-06,12.552894592285156
21,13.564470732584596,633.621832,181.001216,355.577908,96.227512,-1e-06,12.620146751403809
22,14.203497100621462,632.628272,181.079488,354.846844,95.928544,-1e-06,12.620918273925781
23,14.843438567593694,632.837216,180.944876,355.20774,95.895585,-1e-06,12.717619895935059
24,15.483495967462659,632.239755,180.819643,354.464696,96.201251,-1e-06,12.797770500183105
25,16.122726557776332,632.211684,180.860795,354.796752,95.808123,-1e-06,12.876973152160645
26,16.762896221131086,632.823216,180.900795,354.743142,96.218261,-1e-06,12.89822006225586
27,17.401730325073004,631.849518,180.833024,354.68082,95.514327,-1e-06,12.936939239501953
28,18.042168701067567,632.627013,180.725661,354.893565,96.196521,-1e-06,12.979211807250977
29,18.682345060631633,632.132212,180.771102,354.491476,96.138649,-1e-06,13.011309623718262
30,19.321702655404806,632.137053,180.728752,354.868674,95.758502,-1e-06,13.002970695495605
