batch_size,profile,gpu_util_avg_pct,gpu_util_peak_pct,proc_cpu_avg_pct,sys_cpu_avg_pct,gpu_mem_avg_mib,gpu_mem_peak_mib
4,C,83.30897009966777,88.66666666666667,100.09318936877077,0.5074197120708749,11382.10049833887,11391.25
8,C,91.83777777777777,99.66666666666667,100.06677777777777,0.5146111111111111,17670.763333333332,17681.25
16,C,93.17275747508306,100.0,100.0578073089701,0.5087486157253599,29482.804817275748,29493.25
