timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-20T02:24:47,opt_e2e_energy,16be874d-5955-4050-9cc7-aeae385a81bd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.19569995999336,0.00017982252912680962,5.990176713083308e-07,360.0,173.49502410189973,10.0,0.030016575371474032,0.014820531856415187,0.0008337880589430117,0.045670895286832214,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
