elapsed_sec,forward_ms_mean,forward_ms_std,forward_ms_rolling_mean,backward_ms_mean,backward_ms_std,backward_ms_rolling_mean,optimizer_step_ms_mean,optimizer_step_ms_std,optimizer_step_ms_rolling_mean
0.0,120.19346133333333,2.3304232107867398,120.19346133333333,197.14479016666667,0.7223441852324037,197.14479016666667,99.01185983333333,0.16829217824169623,99.01185983333333
1.0,81.54410766666668,0.009751768779733409,100.8687845,186.78206433333332,0.1546981724157604,191.96342725,96.34017244444445,0.3667048357346133,97.67601613888888
2.0,81.6288855,0.12266667093285744,94.45548483333334,186.83476616666667,0.15532956366733935,190.25387355555554,95.78312416666667,0.17298454944035407,97.04505214814814
3.0,81.48367744444445,0.02863989657867108,91.21253298611111,186.64528877777778,0.024652412370869833,189.3517273611111,96.40365211111111,0.5961723863530805,96.88470213888888
4.0,81.48867877777778,0.07562644997054815,89.26776214444445,187.02086055555557,0.6042871596223739,188.885554,95.92726188888889,0.20719233018578442,96.69321408888888
5.0,81.5074238888889,0.0400603122558663,81.53055465555555,186.61466155555556,0.0677931401358777,186.77952827777779,95.85137427777778,0.3425343008822604,96.06111697777779
6.0,81.46892383333333,0.10030015523957468,81.51551788888888,187.11547772222224,0.40872073811944326,186.84621095555556,95.7672795,0.16412685523627168,95.9465383888889
7.0,81.52040488888889,0.038722515133439675,81.49382176666666,186.45411444444443,0.14477255641114253,186.7700806111111,95.74456644444444,0.1512062973961721,95.93882684444445
8.0,81.44584355555556,0.03617849747254021,81.48625498888887,186.4042457777778,0.11281479542564092,186.7218720111111,95.77241344444445,0.36010877291394905,95.8125791111111
9.0,81.45341733333333,0.12948992719931535,81.47920269999997,186.47441016666667,0.10915953930181185,186.61258193333333,95.89812283333333,0.2482698085235835,95.8067513
10.0,81.55917888888888,0.08443899029629835,81.48955369999996,186.35600277777777,0.09332465935964382,186.56085017777778,95.67676833333334,0.06171555434410343,95.77183011111111
11.0,81.4509751111111,0.08815766021063838,81.48596395555552,186.269677,0.06785630182066395,186.3916900333333,95.95924355555556,0.22500648442318436,95.81022292222224
12.0,81.4131451111111,0.05709823048662574,81.46451199999996,186.30703422222223,0.05990343307665482,186.36227398888886,95.59189733333334,0.15167083424420222,95.77968910000001
13.0,81.47406633333334,0.05212762155837332,81.47015655555552,186.09708316666666,0.18031937614226046,186.30084146666664,95.77678916666666,0.18556967703084776,95.78056424444445
14.0,81.42854555555556,0.06825952320806142,81.46518219999996,186.21262,0.15111154001193206,186.24848343333332,95.81544444444444,0.1292382603292335,95.76402856666667
15.0,81.403945,0.06287830397150544,81.43413542222218,186.24206755555556,0.043671282377349165,186.22569638888885,95.81819644444444,0.09672543091103489,95.79231418888887
16.0,81.43723577777777,0.11293259721391984,81.43138755555552,186.15341155555555,0.11892748586819431,186.20244329999997,95.81953972222222,0.17457992052132515,95.7643734222222
17.0,81.47539838888888,0.16999459351045967,81.44383821111107,186.11090466666667,0.12524875786444517,186.16321738888882,95.71544288888889,0.31897995300612003,95.78908253333331
18.0,81.47382466666667,0.01964042576195946,81.44378987777775,186.205519,0.05238879812835879,186.18490455555553,95.89817766666667,0.30351034586448183,95.81336023333333
19.0,81.51420355555555,0.05917229934910073,81.46092147777776,185.95216233333335,0.07770272684261115,186.13281302222217,95.6089508888889,0.041548555509495384,95.7720615222222
20.0,81.50181016666666,0.07363895726164282,81.48049451111108,185.92019983333336,0.051114172164699025,186.06843947777773,95.720982,0.17282626995844672,95.75261863333333
21.0,81.52956055555556,0.004444694144372303,81.49895946666663,186.1324277777778,0.07879177389756822,186.06424272222216,95.797851,0.2011379888073004,95.7482808888889
22.0,81.45410244444444,0.07190402700848339,81.49470027777775,185.9596368888889,0.18579245269813763,186.03398916666663,95.75469811111111,0.12924346878203768,95.75613193333334
23.0,81.54473755555556,0.02628368060715622,81.50888285555553,185.91698144444445,0.15898306698979783,185.97628165555554,95.61181111111111,0.15466641392735087,95.69885862222222
24.0,81.47384100000001,0.0549654877536802,81.5008103444444,186.3417555,0.7794866657709729,186.05420028888886,95.9337605,0.24454301545739734,95.76382054444446
25.0,81.480984,0.07021968965167538,81.49664511111108,185.79592944444445,0.0996194156434755,186.0293462111111,95.69346566666667,0.09437511417918117,95.75831727777778
26.0,81.50048577777778,0.08468061788491037,81.49083015555553,185.75943855555556,0.05156369048655102,185.95474836666662,95.69108933333334,0.10742023167138395,95.73696494444445
