batch_size,profile,step_ms_mean,step_ms_std,forward_ms_mean,forward_ms_std,backward_ms_mean,backward_ms_std,optimizer_step_ms_mean,optimizer_step_ms_std,forward_pct,backward_pct,optimizer_step_pct
8,C,362.75725020843447,0.08918159195266585,81.55083800324405,0.005234577116298441,184.69477799837796,0.030453535099074197,95.74515209854017,0.07193102528790803,22.480829247764518,50.91415206512215,26.393725292472183
