timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-20T00:51:17,opt_e2e_energy,43310f9f-50e3-4d8b-8247-1d8855fce5e2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.1864995956421,0.0001883156174460119,6.273287363011902e-07,360.0,209.62537758893635,10.0,0.03001610370054841,0.01697806969355753,0.0008337761237596472,0.04782794951786558,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
