step,elapsed_sec,step_ms,forward_ms,backward_ms,optimizer_step_ms,checkpoint_ms,loss
1,0.37322678975760937,356.194868,121.134081,132.693329,102.221516,-1e-06,12.094186782836914
2,0.6267066244035959,247.021733,42.991538,106.791105,96.489517,-1e-06,12.089262962341309
3,0.8727736715227365,245.474297,42.913027,106.221105,95.671234,-1e-06,12.086240768432617
4,1.1208043117076159,247.43431,43.302673,106.912736,96.224162,-1e-06,12.087210655212402
5,1.3701594565063715,246.400022,43.135041,106.752853,95.774895,-1e-06,12.073576927185059
6,1.617597347125411,246.84621,43.315144,106.754463,96.03758,-1e-06,12.033988952636719
7,1.8647816441953182,246.539375,42.976328,106.896716,95.948798,-1e-06,12.099496841430664
8,2.113780729472637,246.22798,43.205112,106.752604,95.516531,-1e-06,12.06514835357666
9,2.3608496636152267,246.413243,43.126411,107.05692,95.533451,-1e-06,12.134644508361816
10,2.607728583738208,246.225679,42.969558,106.333827,96.190282,-1e-06,12.112702369689941
11,2.8578690122812986,247.294169,43.382256,107.286982,95.859316,-1e-06,12.150053024291992
12,3.10446553863585,246.011216,42.975319,106.491089,95.816666,-1e-06,12.168500900268555
13,3.350934311747551,245.818223,43.119241,106.548871,95.43979,-1e-06,12.258883476257324
14,3.6081387493759394,249.489125,42.948938,106.768694,99.0224,-1e-06,12.238028526306152
15,3.855693032965064,246.895281,43.290554,106.846125,96.04537,-1e-06,12.266566276550293
16,4.105021925643086,245.362395,42.895277,106.372227,95.361278,-1e-06,12.193922996520996
17,4.351834125816822,246.176749,43.08575,106.634372,95.739514,-1e-06,12.333022117614746
18,4.598790457472205,246.321831,43.200602,106.600182,95.772545,-1e-06,12.364693641662598
19,4.847350997850299,245.755291,42.930517,106.360268,95.743655,-1e-06,12.388026237487793
20,5.093675330281258,245.681511,43.226923,106.416399,95.320357,-1e-06,12.475539207458496
21,5.342667005956173,248.335925,43.041019,106.683362,97.868931,-1e-06,12.486859321594238
22,5.591630753129721,246.134058,43.248783,106.203104,95.937288,-1e-06,12.517864227294922
23,5.838330512866378,246.068597,43.120831,106.694793,95.533331,-1e-06,12.575799942016602
24,6.084528639912605,245.566979,42.874997,106.327417,95.633673,-1e-06,12.611916542053223
25,6.333413345739245,246.047837,43.219072,106.548941,95.544641,-1e-06,12.634078025817871
26,6.580322997644544,246.272631,43.04487,106.51504,95.991919,-1e-06,12.710992813110352
27,6.826622201129794,245.6496,42.880997,106.148934,95.902987,-1e-06,12.799995422363281
28,7.074962604790926,245.512197,43.05149,106.251794,95.492471,-1e-06,12.781367301940918
29,7.32105753198266,245.463617,42.861137,106.477129,95.411129,-1e-06,12.80774211883545
30,7.5672964714467525,245.614719,42.882656,105.987131,96.014499,-1e-06,12.844816207885742
31,7.816280487924814,246.124838,43.195062,106.399939,95.790075,-1e-06,12.8386812210083
32,8.062653781846166,245.780463,42.916027,106.293396,95.827286,-1e-06,12.852864265441895
33,8.309207309037447,245.791712,43.09972,106.453589,95.518511,-1e-06,12.8471040725708
34,8.562931876629591,245.965605,42.896038,106.499399,95.838846,-1e-06,12.852307319641113
35,8.810149151831865,246.552296,43.01678,106.932647,95.862407,-1e-06,12.88233470916748
36,9.062725320458412,245.560778,42.988268,106.270136,95.562981,-1e-06,12.8533935546875
37,9.309256106615067,245.888834,42.971318,106.409688,95.783056,-1e-06,12.824788093566895
38,9.556383522227407,246.486645,43.270124,106.386398,96.103231,-1e-06,12.847000122070312
39,9.804794987663627,245.546638,42.794845,106.335167,95.686104,-1e-06,12.836920738220215
40,10.051943873986602,246.521925,43.219083,106.464218,95.916398,-1e-06,12.831205368041992
41,10.299001097679138,246.292801,43.137221,106.495969,95.905498,-1e-06,12.789377212524414
42,10.547598447650671,245.805923,42.934308,106.270266,95.881027,-1e-06,12.755049705505371
43,10.794492779299617,246.25096,43.321754,106.48577,95.701514,-1e-06,12.840898513793945
44,11.040814032778144,245.676561,42.908577,106.492569,95.542441,-1e-06,12.727602005004883
45,11.288900764659047,245.272184,43.044459,106.042432,95.46218,-1e-06,12.795475006103516
46,11.535758543759584,246.213659,43.196151,106.151723,96.145672,-1e-06,12.798286437988281
47,11.782054904848337,245.658739,42.799585,106.469868,95.653683,-1e-06,12.71247673034668
48,12.030504912137985,245.491058,43.154692,106.149934,95.4734,-1e-06,12.721807479858398
49,12.277786500751972,246.625777,43.08705,106.917857,95.888068,-1e-06,12.682847023010254
50,12.523801876232028,245.372715,42.776794,105.890589,95.989549,-1e-06,12.763493537902832
51,12.773091280832887,246.304671,43.221522,106.438258,95.910147,-1e-06,12.793394088745117
52,13.01919119618833,245.517388,42.854146,106.152383,95.780905,-1e-06,12.751200675964355
53,13.265588039532304,245.755642,42.886887,106.040931,96.076122,-1e-06,12.778721809387207
54,13.514543676748872,246.119668,43.299844,106.186563,95.904548,-1e-06,12.730926513671875
55,13.760995909571648,245.801922,42.871017,106.499749,95.704153,-1e-06,12.7523775100708
56,14.006643548607826,245.020579,42.952448,105.828788,95.50787,-1e-06,12.731754302978516
57,14.255527244880795,246.084387,43.186991,106.236075,95.945758,-1e-06,12.732772827148438
58,14.501832636073232,245.62922,42.900667,106.246435,95.724975,-1e-06,12.823585510253906
59,14.7481868583709,245.706251,42.990209,106.318997,95.657823,-1e-06,12.76267147064209
60,15.000489061698318,245.225122,42.842386,106.046771,95.613542,-1e-06,12.854662895202637
61,15.24666078016162,245.514248,43.02198,106.028751,95.727545,-1e-06,12.763199806213379
62,15.493533061817288,246.28094,43.214032,105.9663,96.343915,-1e-06,12.779648780822754
63,15.742147345095873,245.69891,42.946397,106.080282,95.911417,-1e-06,12.724299430847168
64,15.988039636984468,245.263974,43.09292,105.899019,95.551991,-1e-06,12.787542343139648
65,16.2344152610749,245.737171,43.175911,106.219774,95.619222,-1e-06,12.794820785522461
66,16.482715835794806,245.462336,42.861876,105.868759,96.004,-1e-06,12.783239364624023
67,16.729873480275273,246.506005,43.12632,106.607851,96.02106,-1e-06,12.774031639099121
68,16.976274391636252,245.642059,43.138991,106.192693,95.575931,-1e-06,12.772583961486816
69,17.22452518902719,245.277543,42.877717,105.893719,95.778485,-1e-06,12.755247116088867
70,17.47137895785272,246.22373,43.196242,106.168033,96.123981,-1e-06,12.835417747497559
71,17.718689175322652,246.652167,42.893166,106.221905,96.786243,-1e-06,12.750519752502441
72,17.966710535809398,245.124791,43.162431,105.718166,95.516321,-1e-06,12.909764289855957
73,18.21288426592946,245.551718,43.177731,106.293296,95.360678,-1e-06,12.773104667663574
74,18.459743546321988,246.222939,42.873726,106.290226,96.325334,-1e-06,12.818809509277344
75,18.708209143951535,245.6599,43.078351,106.288736,95.577832,-1e-06,12.831550598144531
76,18.954805590212345,245.963495,43.143642,106.293676,95.800146,-1e-06,12.783595085144043
77,19.202471705153584,247.004164,42.896008,107.043309,96.124431,-1e-06,12.805721282958984
78,19.45223082602024,246.753769,43.495897,106.125504,96.289504,-1e-06,12.831985473632812
79,19.698630740866065,245.755311,42.828075,106.359637,95.832026,-1e-06,12.828885078430176
80,19.943811379373074,244.544291,42.922498,105.460272,95.4341,-1e-06,12.808589935302734
81,20.192340780049562,245.852483,43.140631,106.020661,95.954068,-1e-06,12.808330535888672
82,20.438828732818365,245.909024,42.831936,106.185583,96.155661,-1e-06,12.785991668701172
83,20.68500029295683,245.546568,43.02471,105.918239,95.866457,-1e-06,12.846527099609375
84,20.93830700404942,245.328474,42.901096,106.021411,95.661143,-1e-06,12.819758415222168
85,21.184214517474174,245.264673,42.902307,105.949311,95.710584,-1e-06,12.861555099487305
86,21.430949587374926,246.093048,43.316804,106.039442,96.006629,-1e-06,12.805397033691406
87,21.679531237110496,245.437466,42.855636,106.160854,95.707674,-1e-06,12.7772216796875
88,21.925647854804993,245.469966,43.0624,106.065532,95.594452,-1e-06,12.780678749084473
89,22.17199880629778,245.69384,43.174702,105.96874,95.814976,-1e-06,12.833715438842773
90,22.42019315995276,245.385655,42.868136,105.804538,95.974219,-1e-06,12.908836364746094
91,22.66662368364632,245.794092,43.016559,106.023022,96.019519,-1e-06,12.868613243103027
92,22.912613241001964,245.394915,43.09915,105.835979,95.705504,-1e-06,12.938403129577637
93,23.160637440159917,245.214562,42.857676,105.882539,95.704793,-1e-06,12.883522033691406
94,23.407060032710433,245.735871,43.12248,105.901679,95.995459,-1e-06,12.885513305664062
95,23.653387436643243,245.682301,43.07626,106.216384,95.666713,-1e-06,12.970512390136719
96,23.90130086429417,245.133851,42.888927,105.690895,95.818976,-1e-06,12.877799987792969
97,24.14794133976102,246.006196,43.175862,106.232504,95.876807,-1e-06,12.887060165405273
98,24.394471496343613,245.888254,42.996269,106.064742,96.07125,-1e-06,12.959087371826172
99,24.64319172874093,245.922735,42.900717,106.124514,96.159072,-1e-06,12.922589302062988
100,24.889435587450862,245.61169,43.279114,105.951481,95.637803,-1e-06,13.013298034667969
101,25.135819859802723,245.69337,42.848115,106.223545,95.851897,-1e-06,12.885977745056152
102,25.384044336155057,245.451177,42.988298,105.780847,95.948669,-1e-06,12.967856407165527
103,25.630217304453254,245.533847,43.169401,105.973791,95.660654,-1e-06,12.986103057861328
104,25.876704055815935,245.853333,42.842296,105.96188,96.313125,-1e-06,12.991226196289062
105,26.125282008200884,245.64693,43.265314,105.930099,95.709614,-1e-06,12.96721076965332
106,26.37201532535255,246.099538,43.07652,105.936839,96.342555,-1e-06,13.063908576965332
107,26.617700396105647,245.051529,42.804665,105.94232,95.591732,-1e-06,12.992889404296875
108,26.865550994873047,245.013149,43.06608,105.823818,95.386648,-1e-06,13.005101203918457
109,27.11220546066761,245.958396,43.06099,106.117753,96.03052,-1e-06,12.967556953430176
110,27.35888613946736,246.073297,42.873836,106.054392,96.361316,-1e-06,12.958442687988281
111,27.608418183401227,246.360832,43.358374,106.294715,95.956839,-1e-06,13.055558204650879
112,27.854482432827353,245.474157,42.913998,106.242025,95.588082,-1e-06,13.019433975219727
113,28.10055890865624,245.436036,42.858897,105.96842,95.893638,-1e-06,13.083186149597168
114,28.348831424489617,245.501307,43.215472,105.842808,95.704694,-1e-06,13.079336166381836
115,28.595225155353546,245.742862,42.863326,106.194544,95.957358,-1e-06,13.03541088104248
116,28.840660171583295,244.675673,42.943628,105.457662,95.550522,-1e-06,13.084146499633789
117,29.088983120396733,245.433736,43.251013,106.040802,95.393089,-1e-06,13.041231155395508
118,29.335395401343703,245.796702,42.903687,106.203264,95.962338,-1e-06,13.068599700927734
119,29.581106763333082,245.06897,42.904387,105.978541,95.46184,-1e-06,13.055564880371094
120,29.82917318493128,245.09388,43.152911,105.784637,95.44063,-1e-06,13.115157127380371
121,30.075413214042783,245.598999,42.799796,106.094442,95.952549,-1e-06,13.12989330291748
122,30.322241405025125,246.2322,42.897987,105.514452,96.898385,-1e-06,13.104706764221191
123,30.57609991542995,245.868413,43.10904,106.294687,95.641213,-1e-06,13.092729568481445
124,30.821519520133734,244.779765,42.957798,105.586674,95.517811,-1e-06,13.111804962158203
125,31.067824931815267,245.6671,43.196392,106.070482,95.676264,-1e-06,13.149566650390625
126,31.316680688410997,245.616169,42.817806,106.060261,96.004789,-1e-06,13.168980598449707
127,31.562523620203137,245.194062,43.05847,105.922769,95.48264,-1e-06,13.099699020385742
128,31.808441676199436,245.268133,43.126482,105.686845,95.721735,-1e-06,13.199544906616211
129,32.0569759439677,245.65699,42.879897,105.94873,96.06077,-1e-06,13.137303352355957
130,32.3027871157974,245.212003,43.05711,105.677786,95.731585,-1e-06,13.081001281738281
131,32.549509804695845,246.084297,43.141681,106.102183,96.093591,-1e-06,13.092391967773438
132,32.797153087332845,244.852426,42.810945,105.837088,95.467799,-1e-06,13.14147663116455
133,33.0436648838222,245.863403,43.11396,106.114103,95.913507,-1e-06,13.216879844665527
134,33.29022580012679,245.930745,43.069081,106.089912,96.03181,-1e-06,13.188698768615723
135,33.538303319364786,245.229853,42.907418,105.796227,95.789116,-1e-06,13.23602294921875
136,33.78504422865808,246.118378,43.179563,105.899359,95.909187,-1e-06,13.339193344116211
137,34.03144498169422,245.760032,43.05641,106.151464,95.825426,-1e-06,13.241019248962402
138,34.279691107571125,245.442977,42.899607,105.753427,96.05618,-1e-06,13.173791885375977
139,34.526200300082564,245.865733,43.281813,106.213984,95.634782,-1e-06,13.165714263916016
140,34.77184274047613,245.016329,42.895187,105.954171,95.434009,-1e-06,13.163602828979492
141,35.019885731860995,245.217552,42.869216,105.738527,95.873107,-1e-06,13.149062156677246
142,35.26629056409001,245.819282,43.282624,106.055871,95.742494,-1e-06,13.224472045898438
143,35.512361181899905,245.419906,42.880467,106.176094,95.650523,-1e-06,13.140388488769531
144,35.76027118973434,245.09584,42.970338,105.815648,95.569991,-1e-06,13.2695951461792
145,36.006239496171474,245.295194,43.252833,105.861399,95.45555,-1e-06,13.200885772705078
146,36.252655141055584,245.774892,42.844716,106.020202,96.177602,-1e-06,13.262778282165527
147,36.50127764977515,245.808653,42.959678,106.051652,96.07038,-1e-06,13.206194877624512
148,36.747284995391965,245.361325,43.199772,106.024942,95.388689,-1e-06,13.25881290435791
149,36.994174007326365,246.204539,42.822235,106.283986,96.348165,-1e-06,13.273557662963867
150,37.24261748418212,245.66745,43.177723,105.884808,95.884147,-1e-06,13.207950592041016
151,37.48899286799133,245.682391,43.097041,106.268455,95.528661,-1e-06,13.310013771057129
152,37.73439601249993,244.800096,42.841636,105.828658,95.391368,-1e-06,13.263938903808594
153,37.983642173931,246.27509,43.188581,106.310306,96.045499,-1e-06,13.257579803466797
154,38.230273520573974,246.003776,43.028799,106.238216,95.994439,-1e-06,13.22192668914795
155,38.47631078772247,245.403916,42.900947,105.950881,95.818126,-1e-06,13.188450813293457
156,38.72486584819853,245.63112,43.211292,106.048002,95.650743,-1e-06,13.171485900878906
157,38.971077527850866,245.551428,42.880546,106.337217,95.600642,-1e-06,13.226680755615234
158,39.21756923943758,245.840013,42.872657,106.186754,96.0235,-1e-06,13.278239250183105
159,39.46668850071728,246.193389,43.363775,106.116503,95.971148,-1e-06,13.285398483276367
160,39.7123146802187,244.980739,42.796405,105.846198,95.611302,-1e-06,13.295754432678223
161,39.95823950506747,245.280543,42.904087,105.738147,95.900767,-1e-06,13.35560417175293
162,40.20654568076134,245.557998,43.139721,105.752167,95.946488,-1e-06,13.288422584533691
163,40.452971793711185,245.792813,42.786965,106.207505,96.063541,-1e-06,13.207962989807129
164,40.69852736219764,244.926818,42.949158,105.643585,95.609302,-1e-06,13.20345687866211
165,40.947464348748326,246.126878,43.184722,106.56398,95.622143,-1e-06,13.275337219238281
166,41.19348111376166,245.252073,42.961838,105.804007,95.767605,-1e-06,13.340838432312012
167,41.439787063747644,245.65455,43.05864,105.922989,95.942848,-1e-06,13.271171569824219
168,41.692511888220906,244.838866,42.832415,105.710226,95.566652,-1e-06,13.274401664733887
169,41.938380090519786,245.226322,43.002548,105.724026,95.761335,-1e-06,13.279051780700684
170,42.18488131649792,245.886344,43.237482,105.831618,96.079601,-1e-06,13.345112800598145
171,42.43327848240733,245.278414,42.833136,105.978331,95.697134,-1e-06,13.304964065551758
