elapsed_sec,gpu_util_mean,gpu_util_std,gpu_mem_used_mean,gpu_mem_used_std,proc_cpu_percent_mean,proc_cpu_percent_std,sys_cpu_percent_mean,sys_cpu_percent_std,step_energy_kwh_mean,step_energy_kwh_std,cumulative_gpu_energy_kwh_mean,cumulative_gpu_energy_kwh_std
0.0,83.33333333333333,2.8867513459481287,14535.25,0.0,102.16666666666667,1.0692676621563675,0.6,0.0,2.1134537037037038e-05,1.4020938193249773e-06,2.1134537037037038e-05,1.4020938193249773e-06
1.0,92.66666666666667,2.9297326385411573,17681.25,0.0,100.06666666666666,0.378593889720018,0.5166666666666667,0.028867513459481315,3.7967685185185185e-05,1.3842213329376482e-06,7.771208333333333e-05,3.628689320990682e-07
2.0,93.66666666666667,5.131601439446884,17681.25,0.0,100.26666666666667,0.5859465277082359,0.5333333333333333,0.05773502691896257,3.9896296296296294e-05,2.355936066183118e-06,0.0001369662037037037,1.056782705296592e-06
3.0,89.66666666666667,2.8867513459481287,17681.25,0.0,100.03333333333333,0.7505553499465201,0.5333333333333333,0.05773502691896257,3.7277962962962966e-05,3.4668562240434964e-07,0.00017424416666666668,1.0309674229385135e-06
4.0,94.5,1.5,17681.25,0.0,100.26666666666667,0.6331139971074209,0.5,0.0,3.9328379629629626e-05,2.6465533189725734e-07,0.00023283416666666667,5.758722416774279e-07
5.0,89.33333333333333,2.309401076758503,17681.25,0.0,99.93333333333332,0.7637626158259734,0.5,0.0,3.735175925925926e-05,3.0878249733175596e-07,0.0002902526851851852,1.2387165529529345e-06
6.0,93.0,5.196152422706632,17681.25,0.0,100.16666666666667,0.8082903768654711,0.5,0.0,4.1207407407407405e-05,1.7809787444171996e-07,0.0003314600925925926,1.0827853789900673e-06
7.0,92.0,2.598076211353316,17681.25,0.0,99.83333333333333,0.340342964277707,0.5333333333333333,0.05773502691896257,3.818435185185185e-05,1.0438271330016963e-06,0.0003884303703703704,5.673401555584202e-07
8.0,93.33333333333333,5.773502691896257,17681.25,0.0,99.8,0.2645751311064575,0.5,0.0,4.00862037037037e-05,2.0618829479755297e-06,0.000447915,9.68925322645751e-07
9.0,96.0,6.928203230275509,17681.25,0.0,100.5,1.0440306508910575,0.5,0.0,3.745601851851852e-05,3.127804091725392e-07,0.00048537101851851854,7.273222881950821e-07
10.0,89.5,5.267826876426369,17681.25,0.0,99.98333333333333,0.8808140174482533,0.5166666666666667,0.028867513459481315,3.938152777777778e-05,6.28859993937693e-08,0.0005441757407407408,4.2069188430802374e-07
11.0,96.0,6.928203230275509,17681.25,0.0,99.96666666666667,0.832666399786457,0.5333333333333333,0.05773502691896257,3.756416666666667e-05,1.9221078161201463e-07,0.0006016982407407407,5.020532174257702e-07
12.0,89.33333333333333,5.507570547286102,17681.25,0.0,100.11666666666667,0.6825198409814442,0.5166666666666667,0.028867513459481315,3.94062962962963e-05,4.1176359007960174e-08,0.0006605340277777779,5.383696130706025e-07
13.0,95.66666666666667,6.6583281184793925,17681.25,0.0,100.0,0.9848857801796057,0.5,0.0,3.754157407407408e-05,1.9994527286214668e-07,0.0007180524074074075,4.1140326831095997e-07
14.0,88.66666666666667,1.1547005383792515,17681.25,0.0,100.03333333333333,0.971253485622227,0.5,0.0,3.8832592592592594e-05,2.0506892911726155e-06,0.000756885,1.6565443309402665e-06
15.0,93.0,2.6457513110645907,17681.25,0.0,100.0,0.21794494717703433,0.5,0.0,3.876722222222223e-05,9.615558239766732e-07,0.0008156569907407409,2.977093727573199e-07
16.0,88.66666666666667,1.1547005383792515,17681.25,0.0,100.5,0.7549834435270745,0.5,0.0,3.886388888888889e-05,2.0247857873286012e-06,0.0008732833333333335,1.7696683313792482e-06
17.0,90.0,9.0,17681.25,0.0,99.63333333333334,1.1590225767142455,0.5,0.0,4.002240740740741e-05,1.972921811236073e-06,0.0009133057407407409,2.3462478801747384e-07
18.0,92.16666666666667,2.753785273643051,17681.25,0.0,99.98333333333333,0.28867513459481287,0.5166666666666667,0.028867513459481315,3.8223564814814815e-05,1.0380061826086326e-06,0.0009703100462962964,9.022558462764275e-07
19.0,89.66666666666667,9.50438495292217,17681.25,0.0,100.63333333333334,0.665832811847937,0.5,0.0,4.0044074074074075e-05,1.9247058524129747e-06,0.0010297969444444447,2.4093631656929907e-07
20.0,95.66666666666667,6.6583281184793925,17681.25,0.0,99.89999999999999,0.5196152422706665,0.5,0.0,3.752416666666666e-05,1.8123313033456172e-07,0.0010673211111111112,3.9568223236882345e-07
21.0,89.16666666666667,5.251983752196243,17681.25,0.0,100.05,0.5408326913196031,0.5,0.0,3.9369953703703706e-05,1.9779915289715488e-07,0.0011254271296296298,5.188269192811399e-07
22.0,96.33333333333333,6.350852961085883,17681.25,0.0,99.39999999999999,0.6928203230275526,0.5,0.0,3.7528055555555555e-05,1.6235321005392724e-07,0.0011835890740740742,5.596772337402551e-07
23.0,89.16666666666667,5.251983752196243,17681.25,0.0,100.44999999999999,0.4444097208657758,0.5,0.0,3.868162037037037e-05,1.1985266509232273e-06,0.0012410135185185187,6.404638999988768e-07
24.0,95.66666666666667,6.6583281184793925,17681.25,0.0,99.63333333333333,0.28867513459481287,0.5,0.0,3.876268518518519e-05,2.149341151802402e-06,0.0012997150000000001,3.161986063252025e-07
25.0,89.66666666666667,2.8867513459481287,17681.25,0.0,99.76666666666667,0.2309401076758536,0.5,0.0,3.756962962962963e-05,3.4243785294206944e-07,0.0013372846296296297,5.541760882891448e-07
26.0,92.33333333333333,2.254624876411447,17681.25,0.0,100.06666666666666,0.7147260547463805,0.5,0.0,3.939791666666667e-05,2.77497497486211e-07,0.001396668888888889,1.0491041795147121e-06
27.0,89.66666666666667,2.8867513459481287,17681.25,0.0,100.73333333333333,0.8082903768654793,0.5333333333333333,0.05773502691896257,3.754638888888889e-05,3.278162642188772e-07,0.001453626851851852,2.66431802437117e-07
28.0,93.0,3.605551275463989,17681.25,0.0,99.7,0.9848857801796137,0.5333333333333333,0.05773502691896257,4.007287037037037e-05,2.5877789903468704e-06,0.0014936997222222224,2.4497298288929995e-06
29.0,92.5,1.5,17681.25,0.0,100.08333333333333,0.28867513459481287,0.5,0.0,3.8244537037037035e-05,1.2629361055646013e-06,0.0015513571296296297,1.1360366836991088e-07
30.0,89.33333333333333,9.073771725877465,17681.25,0.0,99.96666666666667,0.37859388972002117,0.5666666666666667,0.05773502691896257,4.0128333333333333e-05,2.5952998827652813e-06,0.00161031712962963,2.515666963775939e-06
31.0,93.5,6.06217782649107,17681.25,0.0,100.35,0.8261355820929139,0.5333333333333333,0.05773502691896257,3.806337962962963e-05,1.2978897456732883e-06,0.0016553545370370374,1.086168388065373e-05
32.0,93.0,3.4641016151377544,17681.25,0.0,99.75,0.42720018726588055,0.5,0.0,3.895087962962963e-05,1.1453591639545806e-06,0.001713123703703704,9.555069497018404e-06
33.0,94.66666666666667,6.110100926607787,17681.25,0.0,100.16666666666667,0.9073771725877489,0.5,0.0,3.877092592592593e-05,2.738962154380302e-06,0.0017656951851851854,3.8181587061523456e-07
34.0,90.16666666666667,5.619905100029122,17681.25,0.0,99.98333333333333,0.5299371031861528,0.5,0.0,3.887833333333334e-05,1.3212935215976972e-06,0.0018234134722222226,1.267292113799094e-06
35.0,94.0,6.0,17681.25,0.0,100.43333333333334,0.7571877794400341,0.5,0.0,3.8806944444444445e-05,2.4043251440161234e-06,0.0018822587962962966,1.3163335646803866e-07
36.0,91.0,5.196152422706632,17681.25,0.0,100.06666666666666,1.0263202878893776,0.5,0.0,3.761e-05,5.309584712085747e-07,0.0019198687962962964,4.2738025661555894e-07
37.0,93.33333333333333,2.8867513459481287,17681.25,0.0,100.01666666666667,0.24664414311581948,0.5,0.0,3.953138888888889e-05,9.999778161120053e-08,0.0019795052314814814,1.31555929708466e-06
38.0,91.33333333333333,5.773502691896257,17681.25,0.0,100.2,0.43588989435406705,0.5,0.0,3.7687870370370374e-05,2.87608317401782e-07,0.0020366194444444447,5.544287879107476e-07
39.0,93.0,4.358898943540674,17681.25,0.0,99.83333333333333,0.0577350269189675,0.5,0.0,4.021564814814815e-05,2.017576974171698e-06,0.002076835092592593,2.568967107813616e-06
40.0,92.5,2.179449471770337,17681.25,0.0,100.45,0.39051248379533965,0.5166666666666667,0.028867513459481315,3.834972222222222e-05,9.614350870950847e-07,0.0021347087037037037,6.037980410129663e-07
41.0,93.33333333333333,4.041451884327381,17681.25,0.0,99.46666666666667,0.8386497083606098,0.5,0.0,3.7337685185185186e-05,5.032402977953016e-07,0.0021908722222222224,2.0448972928386522e-07
42.0,93.83333333333333,5.008326400438906,17681.25,0.0,100.38333333333333,0.6251666444503654,0.5,0.0,4.028296296296296e-05,1.0930630147046552e-06,0.00224497125,1.0928818461962617e-05
43.0,93.83333333333333,5.346338310781813,17681.25,0.0,100.33333333333334,0.7505553499465119,0.5,0.0,3.736324074074074e-05,2.90166024917564e-07,0.0023012290740740743,1.0934456067908518e-05
44.0,91.0,5.291502622129181,17681.25,0.0,99.23333333333333,0.7505553499465134,0.5,0.0,4.020833333333333e-05,2.633429630799042e-06,0.0023476350925925927,2.5401394369313305e-06
45.0,92.5,2.0,17681.25,0.0,100.18333333333334,0.3403429642777045,0.5,0.0,3.821625e-05,1.3426663445579647e-06,0.0024054014351851854,1.2347099841070698e-07
46.0,90.33333333333333,5.8594652770823155,17681.25,0.0,100.36666666666667,0.5507570547286146,0.5,0.0,4.029638888888889e-05,2.6724809443938324e-06,0.002464363981481482,2.5265479507272294e-06
47.0,90.66666666666667,8.326663997864532,17681.25,0.0,99.5,0.7810249675906702,0.5,0.0,3.9180925925925926e-05,2.486394526572473e-06,0.002503544907407408,8.335663254523667e-08
