batch_size,profile,repeat_count,duration_mean_sec,duration_std_sec
8,A,3,310.07551252333604,0.34595262850681946
8,B,3,314.59954697066377,0.1427145828966947
8,C,3,310.2553801033064,0.5979189754788095
